CODE,CNT,PRICE,CURRENCY
1809697,Dominican Republic Mobile,9.1300,RUR
1809698,Dominican Republic Mobile,9.1300,RUR
1809702,Dominican Republic Mobile,9.1300,RUR
1809703,Dominican Republic Mobile,9.1300,RUR
1809704,Dominican Republic Mobile,9.1300,RUR
1809705,Dominican Republic Mobile,9.1300,RUR
1809706,Dominican Republic Mobile,9.1300,RUR
1809707,Dominican Republic Mobile,9.1300,RUR
1809708,Dominican Republic Mobile,9.1300,RUR
1809709,Dominican Republic Mobile,9.1300,RUR
1809710,Dominican Republic Mobile,9.1300,RUR
1809712,Dominican Republic Mobile,9.1300,RUR
1809713,Dominican Republic Mobile,9.1300,RUR
1809714,Dominican Republic Mobile,9.1300,RUR
1809715,Dominican Republic Mobile,9.1300,RUR
1809716,Dominican Republic Mobile,9.1300,RUR
1809717,Dominican Republic Mobile,9.1300,RUR
1809718,Dominican Republic Mobile,9.1300,RUR
1809719,Dominican Republic Mobile,9.1300,RUR
1809720,Dominican Republic Mobile,9.1300,RUR
1809721,Dominican Republic Mobile,9.1300,RUR
1809722,Dominican Republic Mobile,9.1300,RUR
1809723,Dominican Republic Mobile,9.1300,RUR
1809727,Dominican Republic Mobile,9.1300,RUR
1809729,Dominican Republic Mobile,9.1300,RUR
1809742,Dominican Republic Mobile,9.1300,RUR
1809743,Dominican Republic Mobile,9.1300,RUR
1809747,Dominican Republic Mobile,9.1300,RUR
1809749,Dominican Republic Mobile,9.1300,RUR
1809750,Dominican Republic Mobile,9.1300,RUR
1809751,Dominican Republic Mobile,9.1300,RUR
1809752,Dominican Republic Mobile,9.1300,RUR
1809753,Dominican Republic Mobile,9.1300,RUR
1809754,Dominican Republic Mobile,9.1300,RUR
1809756,Dominican Republic Mobile,9.1300,RUR
1809757,Dominican Republic Mobile,9.1300,RUR
1809758,Dominican Republic Mobile,9.1300,RUR
1809759,Dominican Republic Mobile,9.1300,RUR
1809760,Dominican Republic Mobile,9.1300,RUR
1809761,Dominican Republic Mobile,9.1300,RUR
1809762,Dominican Republic Mobile,9.1300,RUR
1809763,Dominican Republic Mobile,9.1300,RUR
1809764,Dominican Republic Mobile,9.1300,RUR
1809765,Dominican Republic Mobile,9.1300,RUR
1809767,Dominican Republic Mobile,9.1300,RUR
1809768,Dominican Republic Mobile,9.1300,RUR
1809769,Dominican Republic Mobile,9.1300,RUR
1809771,Dominican Republic Mobile,9.1300,RUR
1809772,Dominican Republic Mobile,9.1300,RUR
1809773,Dominican Republic Mobile,9.1300,RUR
1809774,Dominican Republic Mobile,9.1300,RUR
1809775,Dominican Republic Mobile,9.1300,RUR
1809776,Dominican Republic Mobile,9.1300,RUR
1809777,Dominican Republic Mobile,9.1300,RUR
1809778,Dominican Republic Mobile,9.1300,RUR
1809779,Dominican Republic Mobile,9.1300,RUR
1809780,Dominican Republic Mobile,9.1300,RUR
1809781,Dominican Republic Mobile,9.1300,RUR
1809782,Dominican Republic Mobile,9.1300,RUR
1809783,Dominican Republic Mobile,9.1300,RUR
1809785,Dominican Republic Mobile,9.1300,RUR
1809786,Dominican Republic Mobile,9.1300,RUR
1809787,Dominican Republic Mobile,9.1300,RUR
1809789,Dominican Republic Mobile,9.1300,RUR
1809790,Dominican Republic Mobile,9.1300,RUR
1809791,Dominican Republic Mobile,9.1300,RUR
1809796,Dominican Republic Mobile,9.1300,RUR
1809798,Dominican Republic Mobile,9.1300,RUR
1809801,Dominican Republic Mobile,9.1300,RUR
1809802,Dominican Republic Mobile,9.1300,RUR
1809803,Dominican Republic Mobile,9.1300,RUR
1809804,Dominican Republic Mobile,9.1300,RUR
1809805,Dominican Republic Mobile,9.1300,RUR
1809812,Dominican Republic Mobile,9.1300,RUR
1809814,Dominican Republic Mobile,9.1300,RUR
1809815,Dominican Republic Mobile,9.1300,RUR
1809816,Dominican Republic Mobile,9.1300,RUR
1809817,Dominican Republic Mobile,9.1300,RUR
1809818,Dominican Republic Mobile,9.1300,RUR
1809819,Dominican Republic Mobile,9.1300,RUR
1809820,Dominican Republic Mobile,9.1300,RUR
1809821,Dominican Republic Mobile,9.1300,RUR
1809827,Dominican Republic Mobile,9.1300,RUR
1809828,Dominican Republic Mobile,9.1300,RUR
1809829,Dominican Republic Mobile,9.1300,RUR
1809834,Dominican Republic Mobile,9.1300,RUR
1809835,Dominican Republic Mobile,9.1300,RUR
1809836,Dominican Republic Mobile,9.1300,RUR
1809837,Dominican Republic Mobile,9.1300,RUR
1809838,Dominican Republic Mobile,9.1300,RUR
1809839,Dominican Republic Mobile,9.1300,RUR
180985,Dominican Republic Mobile,9.1300,RUR
180986,Dominican Republic Mobile,9.1300,RUR
1809871,Dominican Republic Mobile,9.1300,RUR
1809873,Dominican Republic Mobile,9.1300,RUR
1809874,Dominican Republic Mobile,9.1300,RUR
1809875,Dominican Republic Mobile,9.1300,RUR
1809876,Dominican Republic Mobile,9.1300,RUR
1809877,Dominican Republic Mobile,9.1300,RUR
1809878,Dominican Republic Mobile,9.1300,RUR
1809879,Dominican Republic Mobile,9.1300,RUR
1809880,Dominican Republic Mobile,9.1300,RUR
1809881,Dominican Republic Mobile,9.1300,RUR
1809882,Dominican Republic Mobile,9.1300,RUR
1809883,Dominican Republic Mobile,9.1300,RUR
1809884,Dominican Republic Mobile,9.1300,RUR
1809885,Dominican Republic Mobile,9.1300,RUR
1809886,Dominican Republic Mobile,9.1300,RUR
1809888,Dominican Republic Mobile,9.1300,RUR
1809889,Dominican Republic Mobile,9.1300,RUR
1809890,Dominican Republic Mobile,9.1300,RUR
1809891,Dominican Republic Mobile,9.1300,RUR
1809897,Dominican Republic Mobile,9.1300,RUR
1809899,Dominican Republic Mobile,9.1300,RUR
1809901,Dominican Republic Mobile,9.1300,RUR
1809902,Dominican Republic Mobile,9.1300,RUR
1809903,Dominican Republic Mobile,9.1300,RUR
1809904,Dominican Republic Mobile,9.1300,RUR
1809905,Dominican Republic Mobile,9.1300,RUR
1809906,Dominican Republic Mobile,9.1300,RUR
1809907,Dominican Republic Mobile,9.1300,RUR
1809909,Dominican Republic Mobile,9.1300,RUR
1809910,Dominican Republic Mobile,9.1300,RUR
1809912,Dominican Republic Mobile,9.1300,RUR
1809913,Dominican Republic Mobile,9.1300,RUR
1809914,Dominican Republic Mobile,9.1300,RUR
1809915,Dominican Republic Mobile,9.1300,RUR
1809916,Dominican Republic Mobile,9.1300,RUR
1809917,Dominican Republic Mobile,9.1300,RUR
1809918,Dominican Republic Mobile,9.1300,RUR
1809919,Dominican Republic Mobile,9.1300,RUR
1809923,Dominican Republic Mobile,9.1300,RUR
1809924,Dominican Republic Mobile,9.1300,RUR
1809928,Dominican Republic Mobile,9.1300,RUR
1809929,Dominican Republic Mobile,9.1300,RUR
1809931,Dominican Republic Mobile,9.1300,RUR
1809932,Dominican Republic Mobile,9.1300,RUR
1809935,Dominican Republic Mobile,9.1300,RUR
1809938,Dominican Republic Mobile,9.1300,RUR
1809939,Dominican Republic Mobile,9.1300,RUR
1809940,Dominican Republic Mobile,9.1300,RUR
1809941,Dominican Republic Mobile,9.1300,RUR
1809942,Dominican Republic Mobile,9.1300,RUR
1809943,Dominican Republic Mobile,9.1300,RUR
1809944,Dominican Republic Mobile,9.1300,RUR
1809945,Dominican Republic Mobile,9.1300,RUR
1809946,Dominican Republic Mobile,9.1300,RUR
1809949,Dominican Republic Mobile,9.1300,RUR
1809952,Dominican Republic Mobile,9.1300,RUR
1809953,Dominican Republic Mobile,9.1300,RUR
1809956,Dominican Republic Mobile,9.1300,RUR
1809958,Dominican Republic Mobile,9.1300,RUR
1809961,Dominican Republic Mobile,9.1300,RUR
1809962,Dominican Republic Mobile,9.1300,RUR
1809963,Dominican Republic Mobile,9.1300,RUR
1809964,Dominican Republic Mobile,9.1300,RUR
1809965,Dominican Republic Mobile,9.1300,RUR
1809966,Dominican Republic Mobile,9.1300,RUR
1809967,Dominican Republic Mobile,9.1300,RUR
1809968,Dominican Republic Mobile,9.1300,RUR
1809969,Dominican Republic Mobile,9.1300,RUR
1809972,Dominican Republic Mobile,9.1300,RUR
1809973,Dominican Republic Mobile,9.1300,RUR
1809974,Dominican Republic Mobile,9.1300,RUR
1809975,Dominican Republic Mobile,9.1300,RUR
1809977,Dominican Republic Mobile,9.1300,RUR
1809978,Dominican Republic Mobile,9.1300,RUR
1809979,Dominican Republic Mobile,9.1300,RUR
1809980,Dominican Republic Mobile,9.1300,RUR
1809981,Dominican Republic Mobile,9.1300,RUR
1809982,Dominican Republic Mobile,9.1300,RUR
1809983,Dominican Republic Mobile,9.1300,RUR
1809984,Dominican Republic Mobile,9.1300,RUR
1809986,Dominican Republic Mobile,9.1300,RUR
1809988,Dominican Republic Mobile,9.1300,RUR
1809989,Dominican Republic Mobile,9.1300,RUR
1819,Canada,4.5000,RUR
1825,Canada,4.5000,RUR
1829,Dominican Republic,9.1300,RUR
1829201,Dominican Republic Mobile,9.1300,RUR
1829202,Dominican Republic Mobile,9.1300,RUR
1829203,Dominican Republic Mobile,9.1300,RUR
1829204,Dominican Republic Mobile,9.1300,RUR
1829205,Dominican Republic Mobile,9.1300,RUR
1829206,Dominican Republic Mobile,9.1300,RUR
1829207,Dominican Republic Mobile,9.1300,RUR
1829208,Dominican Republic Mobile,9.1300,RUR
1829209,Dominican Republic Mobile,9.1300,RUR
1829210,Dominican Republic Mobile,9.1300,RUR
1829212,Dominican Republic Mobile,9.1300,RUR
1829213,Dominican Republic Mobile,9.1300,RUR
1829214,Dominican Republic Mobile,9.1300,RUR
1829215,Dominican Republic Mobile,9.1300,RUR
1829216,Dominican Republic Mobile,9.1300,RUR
1829217,Dominican Republic Mobile,9.1300,RUR
1829218,Dominican Republic Mobile,9.1300,RUR
1829219,Dominican Republic Mobile,9.1300,RUR
1829220,Dominican Republic Mobile,9.1300,RUR
1829221,Dominican Republic Mobile,9.1300,RUR
1829222,Dominican Republic Mobile,9.1300,RUR
1829223,Dominican Republic Mobile,9.1300,RUR
1829224,Dominican Republic Mobile,9.1300,RUR
1829225,Dominican Republic Mobile,9.1300,RUR
1829228,Dominican Republic Mobile,9.1300,RUR
1829230,Dominican Republic Mobile,9.1300,RUR
1829232,Dominican Republic Mobile,9.1300,RUR
1829233,Dominican Republic Mobile,9.1300,RUR
1829246,Dominican Republic Mobile,9.1300,RUR
1829248,Dominican Republic Mobile,9.1300,RUR
1829250,Dominican Republic Mobile,9.1300,RUR
1829252,Dominican Republic Mobile,9.1300,RUR
1829255,Dominican Republic Mobile,9.1300,RUR
1829257,Dominican Republic Mobile,9.1300,RUR
1829258,Dominican Republic Mobile,9.1300,RUR
1829259,Dominican Republic Mobile,9.1300,RUR
1829301,Dominican Republic Mobile,9.1300,RUR
1829302,Dominican Republic Mobile,9.1300,RUR
1829303,Dominican Republic Mobile,9.1300,RUR
1829304,Dominican Republic Mobile,9.1300,RUR
1829305,Dominican Republic Mobile,9.1300,RUR
1829306,Dominican Republic Mobile,9.1300,RUR
1829307,Dominican Republic Mobile,9.1300,RUR
1829308,Dominican Republic Mobile,9.1300,RUR
1829309,Dominican Republic Mobile,9.1300,RUR
1829310,Dominican Republic Mobile,9.1300,RUR
1829312,Dominican Republic Mobile,9.1300,RUR
1829313,Dominican Republic Mobile,9.1300,RUR
1829314,Dominican Republic Mobile,9.1300,RUR
1829315,Dominican Republic Mobile,9.1300,RUR
1829316,Dominican Republic Mobile,9.1300,RUR
1829317,Dominican Republic Mobile,9.1300,RUR
1829318,Dominican Republic Mobile,9.1300,RUR
1829319,Dominican Republic Mobile,9.1300,RUR
182932,Dominican Republic Mobile,9.1300,RUR
182934,Dominican Republic Mobile,9.1300,RUR
182935,Dominican Republic Mobile,9.1300,RUR
182936,Dominican Republic Mobile,9.1300,RUR
1829370,Dominican Republic Mobile,9.1300,RUR
1829371,Dominican Republic Mobile,9.1300,RUR
1829372,Dominican Republic Mobile,9.1300,RUR
1829373,Dominican Republic Mobile,9.1300,RUR
1829374,Dominican Republic Mobile,9.1300,RUR
1829375,Dominican Republic Mobile,9.1300,RUR
1829376,Dominican Republic Mobile,9.1300,RUR
1829377,Dominican Republic Mobile,9.1300,RUR
1829379,Dominican Republic Mobile,9.1300,RUR
1829401,Dominican Republic Mobile,9.1300,RUR
1829402,Dominican Republic Mobile,9.1300,RUR
1829403,Dominican Republic Mobile,9.1300,RUR
1829404,Dominican Republic Mobile,9.1300,RUR
1829405,Dominican Republic Mobile,9.1300,RUR
1829406,Dominican Republic Mobile,9.1300,RUR
1829407,Dominican Republic Mobile,9.1300,RUR
1829408,Dominican Republic Mobile,9.1300,RUR
1829409,Dominican Republic Mobile,9.1300,RUR
1829410,Dominican Republic Mobile,9.1300,RUR
1829412,Dominican Republic Mobile,9.1300,RUR
1829413,Dominican Republic Mobile,9.1300,RUR
1829414,Dominican Republic Mobile,9.1300,RUR
1829415,Dominican Republic Mobile,9.1300,RUR
1829416,Dominican Republic Mobile,9.1300,RUR
1829417,Dominican Republic Mobile,9.1300,RUR
1829418,Dominican Republic Mobile,9.1300,RUR
1829419,Dominican Republic Mobile,9.1300,RUR
1829430,Dominican Republic Mobile,9.1300,RUR
1829431,Dominican Republic Mobile,9.1300,RUR
1829432,Dominican Republic Mobile,9.1300,RUR
1829436,Dominican Republic Mobile,9.1300,RUR
1829437,Dominican Republic Mobile,9.1300,RUR
1829438,Dominican Republic Mobile,9.1300,RUR
1829439,Dominican Republic Mobile,9.1300,RUR
182946,Dominican Republic Mobile,9.1300,RUR
1829470,Dominican Republic Mobile,9.1300,RUR
1829471,Dominican Republic Mobile,9.1300,RUR
1829472,Dominican Republic Mobile,9.1300,RUR
1829474,Dominican Republic Mobile,9.1300,RUR
1829475,Dominican Republic Mobile,9.1300,RUR
1829477,Dominican Republic Mobile,9.1300,RUR
1829478,Dominican Republic Mobile,9.1300,RUR
1829479,Dominican Republic Mobile,9.1300,RUR
1829491,Dominican Republic Mobile,9.1300,RUR
1829492,Dominican Republic Mobile,9.1300,RUR
1829493,Dominican Republic Mobile,9.1300,RUR
1829494,Dominican Republic Mobile,9.1300,RUR
1829496,Dominican Republic Mobile,9.1300,RUR
1829497,Dominican Republic Mobile,9.1300,RUR
1829498,Dominican Republic Mobile,9.1300,RUR
1829499,Dominican Republic Mobile,9.1300,RUR
1829502,Dominican Republic Mobile,9.1300,RUR
1829504,Dominican Republic Mobile,9.1300,RUR
1829505,Dominican Republic Mobile,9.1300,RUR
1829506,Dominican Republic Mobile,9.1300,RUR
1829508,Dominican Republic Mobile,9.1300,RUR
1829509,Dominican Republic Mobile,9.1300,RUR
1829510,Dominican Republic Mobile,9.1300,RUR
1829512,Dominican Republic Mobile,9.1300,RUR
1829513,Dominican Republic Mobile,9.1300,RUR
1829514,Dominican Republic Mobile,9.1300,RUR
1829515,Dominican Republic Mobile,9.1300,RUR
1829517,Dominican Republic Mobile,9.1300,RUR
1829518,Dominican Republic Mobile,9.1300,RUR
1829519,Dominican Republic Mobile,9.1300,RUR
182952,Dominican Republic Mobile,9.1300,RUR
1829531,Dominican Republic Mobile,9.1300,RUR
1829532,Dominican Republic Mobile,9.1300,RUR
1829533,Dominican Republic Mobile,9.1300,RUR
1829534,Dominican Republic Mobile,9.1300,RUR
1829536,Dominican Republic Mobile,9.1300,RUR
1829537,Dominican Republic Mobile,9.1300,RUR
1829539,Dominican Republic Mobile,9.1300,RUR
1829540,Dominican Republic Mobile,9.1300,RUR
1829542,Dominican Republic Mobile,9.1300,RUR
1829543,Dominican Republic Mobile,9.1300,RUR
1829546,Dominican Republic Mobile,9.1300,RUR
1829548,Dominican Republic Mobile,9.1300,RUR
1829549,Dominican Republic Mobile,9.1300,RUR
1829550,Dominican Republic Mobile,9.1300,RUR
1829551,Dominican Republic Mobile,9.1300,RUR
1829552,Dominican Republic Mobile,9.1300,RUR
1829553,Dominican Republic Mobile,9.1300,RUR
1829554,Dominican Republic Mobile,9.1300,RUR
1829556,Dominican Republic Mobile,9.1300,RUR
1829557,Dominican Republic Mobile,9.1300,RUR
1829558,Dominican Republic Mobile,9.1300,RUR
1829559,Dominican Republic Mobile,9.1300,RUR
1829560,Dominican Republic Mobile,9.1300,RUR
1829561,Dominican Republic Mobile,9.1300,RUR
1829562,Dominican Republic Mobile,9.1300,RUR
1829563,Dominican Republic Mobile,9.1300,RUR
1829564,Dominican Republic Mobile,9.1300,RUR
1829566,Dominican Republic Mobile,9.1300,RUR
1829568,Dominican Republic Mobile,9.1300,RUR
1829569,Dominican Republic Mobile,9.1300,RUR
1829570,Dominican Republic Mobile,9.1300,RUR
1829571,Dominican Republic Mobile,9.1300,RUR
1829572,Dominican Republic Mobile,9.1300,RUR
1829573,Dominican Republic Mobile,9.1300,RUR
1829574,Dominican Republic Mobile,9.1300,RUR
1829576,Dominican Republic Mobile,9.1300,RUR
1829577,Dominican Republic Mobile,9.1300,RUR
1829578,Dominican Republic Mobile,9.1300,RUR
1829579,Dominican Republic Mobile,9.1300,RUR
1829580,Dominican Republic Mobile,9.1300,RUR
1829584,Dominican Republic Mobile,9.1300,RUR
1829585,Dominican Republic Mobile,9.1300,RUR
1829586,Dominican Republic Mobile,9.1300,RUR
1829587,Dominican Republic Mobile,9.1300,RUR
1829589,Dominican Republic Mobile,9.1300,RUR
1829591,Dominican Republic Mobile,9.1300,RUR
1829592,Dominican Republic Mobile,9.1300,RUR
1829598,Dominican Republic Mobile,9.1300,RUR
1829599,Dominican Republic Mobile,9.1300,RUR
1829601,Dominican Republic Mobile,9.1300,RUR
1829602,Dominican Republic Mobile,9.1300,RUR
1829603,Dominican Republic Mobile,9.1300,RUR
1829604,Dominican Republic Mobile,9.1300,RUR
1829605,Dominican Republic Mobile,9.1300,RUR
1829606,Dominican Republic Mobile,9.1300,RUR
1829610,Dominican Republic Mobile,9.1300,RUR
1829613,Dominican Republic Mobile,9.1300,RUR
1829616,Dominican Republic Mobile,9.1300,RUR
1829618,Dominican Republic Mobile,9.1300,RUR
1829619,Dominican Republic Mobile,9.1300,RUR
1829629,Dominican Republic Mobile,9.1300,RUR
182965,Dominican Republic Mobile,9.1300,RUR
1829660,Dominican Republic Mobile,9.1300,RUR
1829661,Dominican Republic Mobile,9.1300,RUR
1829662,Dominican Republic Mobile,9.1300,RUR
1829663,Dominican Republic Mobile,9.1300,RUR
1829664,Dominican Republic Mobile,9.1300,RUR
1829665,Dominican Republic Mobile,9.1300,RUR
1829667,Dominican Republic Mobile,9.1300,RUR
1829668,Dominican Republic Mobile,9.1300,RUR
1829669,Dominican Republic Mobile,9.1300,RUR
1829680,Dominican Republic Mobile,9.1300,RUR
1829682,Dominican Republic Mobile,9.1300,RUR
1829683,Dominican Republic Mobile,9.1300,RUR
1829684,Dominican Republic Mobile,9.1300,RUR
1829685,Dominican Republic Mobile,9.1300,RUR
1829686,Dominican Republic Mobile,9.1300,RUR
1829689,Dominican Republic Mobile,9.1300,RUR
1829701,Dominican Republic Mobile,9.1300,RUR
1829702,Dominican Republic Mobile,9.1300,RUR
1829703,Dominican Republic Mobile,9.1300,RUR
1829704,Dominican Republic Mobile,9.1300,RUR
1829705,Dominican Republic Mobile,9.1300,RUR
1829706,Dominican Republic Mobile,9.1300,RUR
1829707,Dominican Republic Mobile,9.1300,RUR
1829708,Dominican Republic Mobile,9.1300,RUR
1829709,Dominican Republic Mobile,9.1300,RUR
1829710,Dominican Republic Mobile,9.1300,RUR
1829712,Dominican Republic Mobile,9.1300,RUR
1829713,Dominican Republic Mobile,9.1300,RUR
1829714,Dominican Republic Mobile,9.1300,RUR
1829715,Dominican Republic Mobile,9.1300,RUR
1829716,Dominican Republic Mobile,9.1300,RUR
1829717,Dominican Republic Mobile,9.1300,RUR
1829718,Dominican Republic Mobile,9.1300,RUR
1829719,Dominican Republic Mobile,9.1300,RUR
1829720,Dominican Republic Mobile,9.1300,RUR
1829721,Dominican Republic Mobile,9.1300,RUR
1829722,Dominican Republic Mobile,9.1300,RUR
1829723,Dominican Republic Mobile,9.1300,RUR
1829725,Dominican Republic Mobile,9.1300,RUR
1829726,Dominican Republic Mobile,9.1300,RUR
1829727,Dominican Republic Mobile,9.1300,RUR
1829728,Dominican Republic Mobile,9.1300,RUR
1829729,Dominican Republic Mobile,9.1300,RUR
1829730,Dominican Republic Mobile,9.1300,RUR
1829731,Dominican Republic Mobile,9.1300,RUR
1829740,Dominican Republic Mobile,9.1300,RUR
1829741,Dominican Republic Mobile,9.1300,RUR
1829742,Dominican Republic Mobile,9.1300,RUR
1829743,Dominican Republic Mobile,9.1300,RUR
1829744,Dominican Republic Mobile,9.1300,RUR
1829745,Dominican Republic Mobile,9.1300,RUR
1829747,Dominican Republic Mobile,9.1300,RUR
1829748,Dominican Republic Mobile,9.1300,RUR
1829749,Dominican Republic Mobile,9.1300,RUR
182976,Dominican Republic Mobile,9.1300,RUR
1829801,Dominican Republic Mobile,9.1300,RUR
1829802,Dominican Republic Mobile,9.1300,RUR
1829803,Dominican Republic Mobile,9.1300,RUR
1829804,Dominican Republic Mobile,9.1300,RUR
1829805,Dominican Republic Mobile,9.1300,RUR
1829806,Dominican Republic Mobile,9.1300,RUR
1829807,Dominican Republic Mobile,9.1300,RUR
1829808,Dominican Republic Mobile,9.1300,RUR
1829810,Dominican Republic Mobile,9.1300,RUR
1829812,Dominican Republic Mobile,9.1300,RUR
1829814,Dominican Republic Mobile,9.1300,RUR
1829815,Dominican Republic Mobile,9.1300,RUR
1829816,Dominican Republic Mobile,9.1300,RUR
1829817,Dominican Republic Mobile,9.1300,RUR
1829818,Dominican Republic Mobile,9.1300,RUR
1829819,Dominican Republic Mobile,9.1300,RUR
1829820,Dominican Republic Mobile,9.1300,RUR
1829821,Dominican Republic Mobile,9.1300,RUR
1829826,Dominican Republic Mobile,9.1300,RUR
1829827,Dominican Republic Mobile,9.1300,RUR
1829828,Dominican Republic Mobile,9.1300,RUR
1829830,Dominican Republic Mobile,9.1300,RUR
1829835,Dominican Republic Mobile,9.1300,RUR
1829836,Dominican Republic Mobile,9.1300,RUR
1829837,Dominican Republic Mobile,9.1300,RUR
1829838,Dominican Republic Mobile,9.1300,RUR
1829839,Dominican Republic Mobile,9.1300,RUR
1829880,Dominican Republic Mobile,9.1300,RUR
1829881,Dominican Republic Mobile,9.1300,RUR
1829882,Dominican Republic Mobile,9.1300,RUR
1829883,Dominican Republic Mobile,9.1300,RUR
1829884,Dominican Republic Mobile,9.1300,RUR
1829885,Dominican Republic Mobile,9.1300,RUR
1829886,Dominican Republic Mobile,9.1300,RUR
1829887,Dominican Republic Mobile,9.1300,RUR
1829889,Dominican Republic Mobile,9.1300,RUR
1829890,Dominican Republic Mobile,9.1300,RUR
1829891,Dominican Republic Mobile,9.1300,RUR
1829892,Dominican Republic Mobile,9.1300,RUR
1829894,Dominican Republic Mobile,9.1300,RUR
1829898,Dominican Republic Mobile,9.1300,RUR
1829899,Dominican Republic Mobile,9.1300,RUR
1829901,Dominican Republic Mobile,9.1300,RUR
1829902,Dominican Republic Mobile,9.1300,RUR
1829903,Dominican Republic Mobile,9.1300,RUR
1829904,Dominican Republic Mobile,9.1300,RUR
1829905,Dominican Republic Mobile,9.1300,RUR
1829906,Dominican Republic Mobile,9.1300,RUR
1829907,Dominican Republic Mobile,9.1300,RUR
1829908,Dominican Republic Mobile,9.1300,RUR
1829909,Dominican Republic Mobile,9.1300,RUR
1829910,Dominican Republic Mobile,9.1300,RUR
1829912,Dominican Republic Mobile,9.1300,RUR
1829913,Dominican Republic Mobile,9.1300,RUR
1829914,Dominican Republic Mobile,9.1300,RUR
1829915,Dominican Republic Mobile,9.1300,RUR
1829916,Dominican Republic Mobile,9.1300,RUR
1829917,Dominican Republic Mobile,9.1300,RUR
1829918,Dominican Republic Mobile,9.1300,RUR
1829919,Dominican Republic Mobile,9.1300,RUR
1829940,Dominican Republic Mobile,9.1300,RUR
1829941,Dominican Republic Mobile,9.1300,RUR
1829942,Dominican Republic Mobile,9.1300,RUR
1829943,Dominican Republic Mobile,9.1300,RUR
1829944,Dominican Republic Mobile,9.1300,RUR
1829945,Dominican Republic Mobile,9.1300,RUR
1829957,Dominican Republic Mobile,9.1300,RUR
1829958,Dominican Republic Mobile,9.1300,RUR
1829959,Dominican Republic Mobile,9.1300,RUR
182996,Dominican Republic Mobile,9.1300,RUR
1829970,Dominican Republic Mobile,9.1300,RUR
1829972,Dominican Republic Mobile,9.1300,RUR
1829973,Dominican Republic Mobile,9.1300,RUR
1829974,Dominican Republic Mobile,9.1300,RUR
1829975,Dominican Republic Mobile,9.1300,RUR
1829977,Dominican Republic Mobile,9.1300,RUR
1829978,Dominican Republic Mobile,9.1300,RUR
1829979,Dominican Republic Mobile,9.1300,RUR
1829990,Dominican Republic Mobile,9.1300,RUR
1829991,Dominican Republic Mobile,9.1300,RUR
1829993,Dominican Republic Mobile,9.1300,RUR
1829994,Dominican Republic Mobile,9.1300,RUR
1849,Dominican Republic,9.1300,RUR
1867,Canada,4.5000,RUR
186829,Trinidad and Tobago Mobile,9.1300,RUR
18683,Trinidad and Tobago Mobile,9.1300,RUR
186846,Trinidad and Tobago Mobile,9.1300,RUR
186847,Trinidad and Tobago Mobile,9.1300,RUR
186848,Trinidad and Tobago Mobile,9.1300,RUR
186849,Trinidad and Tobago Mobile,9.1300,RUR
1868620,Trinidad and Tobago Mobile,9.1300,RUR
1868678,Trinidad and Tobago Mobile,9.1300,RUR
186868,Trinidad and Tobago Mobile,9.1300,RUR
1868701,Trinidad and Tobago Mobile,9.1300,RUR
1868702,Trinidad and Tobago Mobile,9.1300,RUR
1868703,Trinidad and Tobago Mobile,9.1300,RUR
1868704,Trinidad and Tobago Mobile,9.1300,RUR
1868705,Trinidad and Tobago Mobile,9.1300,RUR
1868706,Trinidad and Tobago Mobile,9.1300,RUR
1868707,Trinidad and Tobago Mobile,9.1300,RUR
1868708,Trinidad and Tobago Mobile,9.1300,RUR
1868709,Trinidad and Tobago Mobile,9.1300,RUR
1868710,Trinidad and Tobago Mobile,9.1300,RUR
1868712,Trinidad and Tobago Mobile,9.1300,RUR
1868713,Trinidad and Tobago Mobile,9.1300,RUR
1868714,Trinidad and Tobago Mobile,9.1300,RUR
1868715,Trinidad and Tobago Mobile,9.1300,RUR
1868716,Trinidad and Tobago Mobile,9.1300,RUR
1868717,Trinidad and Tobago Mobile,9.1300,RUR
1868718,Trinidad and Tobago Mobile,9.1300,RUR
1868719,Trinidad and Tobago Mobile,9.1300,RUR
186872,Trinidad and Tobago Mobile,9.1300,RUR
186873,Trinidad and Tobago Mobile,9.1300,RUR
186874,Trinidad and Tobago Mobile,9.1300,RUR
186875,Trinidad and Tobago Mobile,9.1300,RUR
186876,Trinidad and Tobago Mobile,9.1300,RUR
186877,Trinidad and Tobago Mobile,9.1300,RUR
186878,Trinidad and Tobago Mobile,9.1300,RUR
186879,Trinidad and Tobago Mobile,9.1300,RUR
1869556,St Kitts and Nevis Mobile,9.1300,RUR
1869557,St Kitts and Nevis Mobile,9.1300,RUR
1869558,St Kitts and Nevis Mobile,9.1300,RUR
1869565,St Kitts and Nevis Mobile,9.1300,RUR
1869762,St Kitts and Nevis Mobile,9.1300,RUR
1869763,St Kitts and Nevis Mobile,9.1300,RUR
1869764,St Kitts and Nevis Mobile,9.1300,RUR
1869765,St Kitts and Nevis Mobile,9.1300,RUR
1876210,Jamaica Mobile,9.1300,RUR
187628,Jamaica Mobile,9.1300,RUR
187629,Jamaica Mobile,9.1300,RUR
1876301,Jamaica Mobile,9.1300,RUR
1876302,Jamaica Mobile,9.1300,RUR
1876303,Jamaica Mobile,9.1300,RUR
1876304,Jamaica Mobile,9.1300,RUR
1876305,Jamaica Mobile,9.1300,RUR
1876306,Jamaica Mobile,9.1300,RUR
1876307,Jamaica Mobile,9.1300,RUR
