CODE,PRICE,CURRENCY
50493,9.1300,RUR
50494,9.1300,RUR
50495,9.1300,RUR
50496,9.1300,RUR
504960,9.1300,RUR
504961,9.1300,RUR
504962,9.1300,RUR
504963,9.1300,RUR
504964,9.1300,RUR
504965,9.1300,RUR
504966,9.1300,RUR
504967,9.1300,RUR
504968,9.1300,RUR
504969,9.1300,RUR
50497,9.1300,RUR
50498,9.1300,RUR
50499,9.1300,RUR
504990,9.1300,RUR
504991,9.1300,RUR
504992,9.1300,RUR
504993,9.1300,RUR
504994,9.1300,RUR
504995,9.1300,RUR
50499500,9.1300,RUR
50499501,9.1300,RUR
50499502,9.1300,RUR
50499503,9.1300,RUR
50499504,9.1300,RUR
50499505,9.1300,RUR
50499506,9.1300,RUR
50499507,9.1300,RUR
50499508,9.1300,RUR
50499509,9.1300,RUR
50499510,9.1300,RUR
50499511,9.1300,RUR
50499512,9.1300,RUR
50499513,9.1300,RUR
50499514,9.1300,RUR
50499515,9.1300,RUR
50499516,9.1300,RUR
50499517,9.1300,RUR
50499518,9.1300,RUR
50499519,9.1300,RUR
5049952,9.1300,RUR
50499530,9.1300,RUR
50499531,9.1300,RUR
50499532,9.1300,RUR
50499533,9.1300,RUR
50499534,9.1300,RUR
50499535,9.1300,RUR
50499536,9.1300,RUR
50499537,9.1300,RUR
50499538,9.1300,RUR
50499539,9.1300,RUR
50499540,9.1300,RUR
50499541,9.1300,RUR
50499542,9.1300,RUR
50499543,9.1300,RUR
50499544,9.1300,RUR
50499545,9.1300,RUR
50499546,9.1300,RUR
50499547,9.1300,RUR
50499548,9.1300,RUR
50499549,9.1300,RUR
50499550,9.1300,RUR
50499551,9.1300,RUR
50499552,9.1300,RUR
50499553,9.1300,RUR
50499554,9.1300,RUR
50499555,9.1300,RUR
50499556,9.1300,RUR
50499557,9.1300,RUR
50499558,9.1300,RUR
50499559,9.1300,RUR
50499560,9.1300,RUR
50499561,9.1300,RUR
50499562,9.1300,RUR
50499563,9.1300,RUR
50499564,9.1300,RUR
50499565,9.1300,RUR
50499566,9.1300,RUR
50499567,9.1300,RUR
50499568,9.1300,RUR
50499569,9.1300,RUR
50499570,9.1300,RUR
50499571,9.1300,RUR
50499572,9.1300,RUR
50499573,9.1300,RUR
50499574,9.1300,RUR
50499575,9.1300,RUR
50499576,9.1300,RUR
50499577,9.1300,RUR
50499578,9.1300,RUR
50499579,9.1300,RUR
5049958,9.1300,RUR
5049959,9.1300,RUR
504996,9.1300,RUR
504997,9.1300,RUR
504998,9.1300,RUR
5049990,9.1300,RUR
5049991,9.1300,RUR
5049992,9.1300,RUR
5049993,9.1300,RUR
5049994,9.1300,RUR
5049995,9.1300,RUR
5049996,9.1300,RUR
5049997,9.1300,RUR
5049998,9.1300,RUR
50499990,9.1300,RUR
50499991,9.1300,RUR
50499992,9.1300,RUR
50499993,9.1300,RUR
50499994,9.1300,RUR
50499995,9.1300,RUR
50499996,9.1300,RUR
50499997,9.1300,RUR
50499998,9.1300,RUR
50499999,9.1300,RUR
5051,9.1300,RUR
5052,9.1300,RUR
50530,9.1300,RUR
50531,9.1300,RUR
50532,9.1300,RUR
50533,9.1300,RUR
50534,9.1300,RUR
50535,9.1300,RUR
50536,9.1300,RUR
50537,9.1300,RUR
50538,9.1300,RUR
50539,9.1300,RUR
5054,9.1300,RUR
50540,9.1300,RUR
50541,9.1300,RUR
50542,9.1300,RUR
50543,9.1300,RUR
50544,9.1300,RUR
50545,9.1300,RUR
50546,9.1300,RUR
50547,9.1300,RUR
50548,9.1300,RUR
50549,9.1300,RUR
5055,9.1300,RUR
50550,9.1300,RUR
50551,9.1300,RUR
50552,9.1300,RUR
50553,9.1300,RUR
50554,9.1300,RUR
50555,9.1300,RUR
50556,9.1300,RUR
50557,9.1300,RUR
50558,9.1300,RUR
50559,9.1300,RUR
5056,9.1300,RUR
50560,9.1300,RUR
50561,9.1300,RUR
50562,9.1300,RUR
50563,9.1300,RUR
505630,9.1300,RUR
505631,9.1300,RUR
505632,9.1300,RUR
505633,9.1300,RUR
505634,9.1300,RUR
505635,9.1300,RUR
505636,9.1300,RUR
505637,9.1300,RUR
505638,9.1300,RUR
505639,9.1300,RUR
50564,9.1300,RUR
50565,9.1300,RUR
505650,9.1300,RUR
505651,9.1300,RUR
505652,9.1300,RUR
505653,9.1300,RUR
505654,9.1300,RUR
505655,9.1300,RUR
505656,9.1300,RUR
505657,9.1300,RUR
505658,9.1300,RUR
505659,9.1300,RUR
50566,9.1300,RUR
50567,9.1300,RUR
50568,9.1300,RUR
50569,9.1300,RUR
50570,9.1300,RUR
50571,9.1300,RUR
50572,9.1300,RUR
50573,9.1300,RUR
50574,9.1300,RUR
50575,9.1300,RUR
50576,9.1300,RUR
50577,9.1300,RUR
50578,9.1300,RUR
50579,9.1300,RUR
5058,9.1300,RUR
50580,9.1300,RUR
505800,9.1300,RUR
505801,9.1300,RUR
505802,9.1300,RUR
505803,9.1300,RUR
505804,9.1300,RUR
505805,9.1300,RUR
505806,9.1300,RUR
505807,9.1300,RUR
505808,9.1300,RUR
505809,9.1300,RUR
50581,9.1300,RUR
50582,9.1300,RUR
50583,9.1300,RUR
505830,9.1300,RUR
505831,9.1300,RUR
505832,9.1300,RUR
505833,9.1300,RUR
505834,9.1300,RUR
505835,9.1300,RUR
505836,9.1300,RUR
505837,9.1300,RUR
505838,9.1300,RUR
505839,9.1300,RUR
50584,9.1300,RUR
505840,9.1300,RUR
505841,9.1300,RUR
505842,9.1300,RUR
505843,9.1300,RUR
505844,9.1300,RUR
505845,9.1300,RUR
505846,9.1300,RUR
505847,9.1300,RUR
505848,9.1300,RUR
505849,9.1300,RUR
50585,9.1300,RUR
50586,9.1300,RUR
505860,9.1300,RUR
505861,9.1300,RUR
505862,9.1300,RUR
505863,9.1300,RUR
505864,9.1300,RUR
505865,9.1300,RUR
505866,9.1300,RUR
505867,9.1300,RUR
505868,9.1300,RUR
505869,9.1300,RUR
50587,9.1300,RUR
505870,9.1300,RUR
505871,9.1300,RUR
505872,9.1300,RUR
505873,9.1300,RUR
505874,9.1300,RUR
505875,9.1300,RUR
505876,9.1300,RUR
505877,9.1300,RUR
505878,9.1300,RUR
505879,9.1300,RUR
50588,9.1300,RUR
505880,9.1300,RUR
505881,9.1300,RUR
505882,9.1300,RUR
505883,9.1300,RUR
505884,9.1300,RUR
505885,9.1300,RUR
505886,9.1300,RUR
505887,9.1300,RUR
505888,9.1300,RUR
505889,9.1300,RUR
50589,9.1300,RUR
505890,9.1300,RUR
505891,9.1300,RUR
505892,9.1300,RUR
505893,9.1300,RUR
505894,9.1300,RUR
505895,9.1300,RUR
505896,9.1300,RUR
505897,9.1300,RUR
505898,9.1300,RUR
505899,9.1300,RUR
50590,9.1300,RUR
50591,9.1300,RUR
50592,9.1300,RUR
50593,9.1300,RUR
50594,9.1300,RUR
50595,9.1300,RUR
50596,9.1300,RUR
50597,9.1300,RUR
50598,9.1300,RUR
50599,9.1300,RUR
5061,9.1300,RUR
506283,9.1300,RUR
506284,9.1300,RUR
506636,9.1300,RUR
506712,9.1300,RUR
5068,9.1300,RUR
5069,9.1300,RUR
50697,9.1300,RUR
50698,9.1300,RUR
50699,9.1300,RUR
507,9.1300,RUR
50710,9.1300,RUR
50711,9.1300,RUR
507120,9.1300,RUR
507121,9.1300,RUR
507122,9.1300,RUR
507123,9.1300,RUR
507124,9.1300,RUR
507125,9.1300,RUR
507126,9.1300,RUR
507127,9.1300,RUR
507128,9.1300,RUR
507129,9.1300,RUR
50713,9.1300,RUR
50714,9.1300,RUR
50715,9.1300,RUR
507160,9.1300,RUR
507161,9.1300,RUR
507162,9.1300,RUR
507163,9.1300,RUR
507164,9.1300,RUR
507165,9.1300,RUR
507166,9.1300,RUR
507167,9.1300,RUR
507168,9.1300,RUR
507169,9.1300,RUR
50717,9.1300,RUR
50718,9.1300,RUR
50719,9.1300,RUR
507200,9.1300,RUR
507201,9.1300,RUR
507202,9.1300,RUR
507203,9.1300,RUR
507204,9.1300,RUR
507205,9.1300,RUR
507206,9.1300,RUR
507207,9.1300,RUR
507208,9.1300,RUR
507209,9.1300,RUR
507210,9.1300,RUR
507211,9.1300,RUR
507212,9.1300,RUR
507213,9.1300,RUR
507214,9.1300,RUR
507215,9.1300,RUR
507216,9.1300,RUR
507217,9.1300,RUR
507218,9.1300,RUR
507219,9.1300,RUR
50722,9.1300,RUR
50723,9.1300,RUR
50724,9.1300,RUR
50725,9.1300,RUR
50726,9.1300,RUR
50727,9.1300,RUR
50728,9.1300,RUR
50729,9.1300,RUR
5073,9.1300,RUR
50740,9.1300,RUR
507400,9.1300,RUR
507401,9.1300,RUR
507402,9.1300,RUR
507403,9.1300,RUR
507404,9.1300,RUR
507405,9.1300,RUR
507406,9.1300,RUR
507407,9.1300,RUR
507408,9.1300,RUR
507409,9.1300,RUR
50741,9.1300,RUR
507410,9.1300,RUR
507411,9.1300,RUR
507412,9.1300,RUR
507413,9.1300,RUR
507414,9.1300,RUR
507415,9.1300,RUR
507416,9.1300,RUR
507417,9.1300,RUR
507418,9.1300,RUR
507419,9.1300,RUR
50742,9.1300,RUR
50743,9.1300,RUR
507430,9.1300,RUR
507431,9.1300,RUR
507432,9.1300,RUR
507433,9.1300,RUR
5074340,9.1300,RUR
5074341,9.1300,RUR
5074342,9.1300,RUR
5074343,9.1300,RUR
5074344,9.1300,RUR
5074345,9.1300,RUR
5074346,9.1300,RUR
5074347,9.1300,RUR
5074348,9.1300,RUR
5074349,9.1300,RUR
507435,9.1300,RUR
507436,9.1300,RUR
507437,9.1300,RUR
507438,9.1300,RUR
507439,9.1300,RUR
50744,9.1300,RUR
5074400,9.1300,RUR
5074401,9.1300,RUR
5074402,9.1300,RUR
5074403,9.1300,RUR
5074404,9.1300,RUR
5074405,9.1300,RUR
5074406,9.1300,RUR
5074407,9.1300,RUR
5074408,9.1300,RUR
5074409,9.1300,RUR
507441,9.1300,RUR
507442,9.1300,RUR
507443,9.1300,RUR
5074440,9.1300,RUR
5074441,9.1300,RUR
5074442,9.1300,RUR
5074443,9.1300,RUR
5074444,9.1300,RUR
5074445,9.1300,RUR
5074446,9.1300,RUR
5074447,9.1300,RUR
5074448,9.1300,RUR
5074449,9.1300,RUR
507445,9.1300,RUR
507446,9.1300,RUR
507447,9.1300,RUR
507448,9.1300,RUR
507449,9.1300,RUR
50745,9.1300,RUR
50746,9.1300,RUR
50747,9.1300,RUR
5074700,9.1300,RUR
5074701,9.1300,RUR
5074702,9.1300,RUR
5074703,9.1300,RUR
5074704,9.1300,RUR
5074705,9.1300,RUR
5074706,9.1300,RUR
5074707,9.1300,RUR
5074708,9.1300,RUR
5074709,9.1300,RUR
507471,9.1300,RUR
507472,9.1300,RUR
5074730,9.1300,RUR
5074731,9.1300,RUR
5074732,9.1300,RUR
5074733,9.1300,RUR
5074734,9.1300,RUR
5074735,9.1300,RUR
5074736,9.1300,RUR
5074737,9.1300,RUR
5074738,9.1300,RUR
5074739,9.1300,RUR
507474,9.1300,RUR
507475,9.1300,RUR
507476,9.1300,RUR
507477,9.1300,RUR
507478,9.1300,RUR
507479,9.1300,RUR
50748,9.1300,RUR
50749,9.1300,RUR
50750,9.1300,RUR
50751,9.1300,RUR
50752,9.1300,RUR
507520,9.1300,RUR
507521,9.1300,RUR
507522,9.1300,RUR
507523,9.1300,RUR
507524,9.1300,RUR
507525,9.1300,RUR
507526,9.1300,RUR
507527,9.1300,RUR
507528,9.1300,RUR
507529,9.1300,RUR
50753,9.1300,RUR
507530,9.1300,RUR
507531,9.1300,RUR
507532,9.1300,RUR
507533,9.1300,RUR
507534,9.1300,RUR
507535,9.1300,RUR
507536,9.1300,RUR
507537,9.1300,RUR
507538,9.1300,RUR
507539,9.1300,RUR
50754,9.1300,RUR
50755,9.1300,RUR
50756,9.1300,RUR
507560,9.1300,RUR
507561,9.1300,RUR
507562,9.1300,RUR
507563,9.1300,RUR
507564,9.1300,RUR
507565,9.1300,RUR
507566,9.1300,RUR
507567,9.1300,RUR
507568,9.1300,RUR
507569,9.1300,RUR
50757,9.1300,RUR
507570,9.1300,RUR
507571,9.1300,RUR
507572,9.1300,RUR
507573,9.1300,RUR
507574,9.1300,RUR
507575,9.1300,RUR
507576,9.1300,RUR
507577,9.1300,RUR
507578,9.1300,RUR
507579,9.1300,RUR
50758,9.1300,RUR
50759,9.1300,RUR
507590,9.1300,RUR
507591,9.1300,RUR
507592,9.1300,RUR
507593,9.1300,RUR
507594,9.1300,RUR
507595,9.1300,RUR
507596,9.1300,RUR
507597,9.1300,RUR
507598,9.1300,RUR
507599,9.1300,RUR
5076,9.1300,RUR
50760,9.1300,RUR
507600,9.1300,RUR
507601,9.1300,RUR
507602,9.1300,RUR
507603,9.1300,RUR
507604,9.1300,RUR
507605,9.1300,RUR
507606,9.1300,RUR
507607,9.1300,RUR
507608,9.1300,RUR
507609,9.1300,RUR
50761,9.1300,RUR
50762,9.1300,RUR
50763,9.1300,RUR
50764,9.1300,RUR
507650,9.1300,RUR
507651,9.1300,RUR
507652,9.1300,RUR
507653,9.1300,RUR
507654,9.1300,RUR
507655,9.1300,RUR
507656,9.1300,RUR
507657,9.1300,RUR
507658,9.1300,RUR
507659,9.1300,RUR
507660,9.1300,RUR
507661,9.1300,RUR
507662,9.1300,RUR
507663,9.1300,RUR
507664,9.1300,RUR
507665,9.1300,RUR
507666,9.1300,RUR
507667,9.1300,RUR
507668,9.1300,RUR
507669,9.1300,RUR
50767,9.1300,RUR
507680,9.1300,RUR
507681,9.1300,RUR
507682,9.1300,RUR
507683,9.1300,RUR
507684,9.1300,RUR
507685,9.1300,RUR
507686,9.1300,RUR
507687,9.1300,RUR
507688,9.1300,RUR
507689,9.1300,RUR
50769,9.1300,RUR
507708,9.1300,RUR
507718,9.1300,RUR
508,37.4100,RUR
5080,37.4100,RUR
5081,37.4100,RUR
5082,37.4100,RUR
5083,37.4100,RUR
50840,37.4100,RUR
50841,37.4100,RUR
50842,37.4100,RUR
50843,37.4100,RUR
50844,37.4100,RUR
50845,37.4100,RUR
50846,37.4100,RUR
50847,37.4100,RUR
50848,37.4100,RUR
50849,37.4100,RUR
50850,37.4100,RUR
50851,37.4100,RUR
50852,37.4100,RUR
50853,37.4100,RUR
50854,37.4100,RUR
50855,37.4100,RUR
50856,37.4100,RUR
50857,37.4100,RUR
50858,37.4100,RUR
50859,37.4100,RUR
5086,37.4100,RUR
5087,37.4100,RUR
5088,37.4100,RUR
5089,37.4100,RUR
50921,9.1300,RUR
509226,9.1300,RUR
509227,9.1300,RUR
509228,9.1300,RUR
509229,9.1300,RUR
509234,9.1300,RUR
509235,9.1300,RUR
509236,9.1300,RUR
509237,9.1300,RUR
509238,9.1300,RUR
509239,9.1300,RUR
50925,9.1300,RUR
509250,9.1300,RUR
509251,9.1300,RUR
509252,9.1300,RUR
509253,9.1300,RUR
509254,9.1300,RUR
509255,9.1300,RUR
509256,9.1300,RUR
509257,9.1300,RUR
509258,9.1300,RUR
509259,9.1300,RUR
509294,9.1300,RUR
50930,9.1300,RUR
50931,9.1300,RUR
50932,9.1300,RUR
50933,9.1300,RUR
50934,9.1300,RUR
50935,9.1300,RUR
50936,9.1300,RUR
50937,9.1300,RUR
50938,9.1300,RUR
509380,9.1300,RUR
509381,9.1300,RUR
509382,9.1300,RUR
509383,9.1300,RUR
509384,9.1300,RUR
509385,9.1300,RUR
509386,9.1300,RUR
509387,9.1300,RUR
509388,9.1300,RUR
509389,9.1300,RUR
50939,9.1300,RUR
5094,9.1300,RUR
5095,9.1300,RUR
5096,9.1300,RUR
5097,9.1300,RUR
50980,9.1300,RUR
50981,9.1300,RUR
50982,9.1300,RUR
50983,9.1300,RUR
50984,9.1300,RUR
50985,9.1300,RUR
509850,9.1300,RUR
509851,9.1300,RUR
509852,9.1300,RUR
509853,9.1300,RUR
509854,9.1300,RUR
509855,9.1300,RUR
509856,9.1300,RUR
509857,9.1300,RUR
509858,9.1300,RUR
509859,9.1300,RUR
50986,9.1300,RUR
50987,9.1300,RUR
50988,9.1300,RUR
50989,9.1300,RUR
5099,9.1300,RUR
50990,9.1300,RUR
50991,9.1300,RUR
50992,9.1300,RUR
50993,9.1300,RUR
50994,9.1300,RUR
50995,9.1300,RUR
50996,9.1300,RUR
50997,9.1300,RUR
50998,9.1300,RUR
50999,9.1300,RUR
5110,9.1300,RUR
5111,9.1300,RUR
5112,9.1300,RUR
5113,9.1300,RUR
5114,9.1300,RUR
5115,9.1300,RUR
5116,9.1300,RUR
51160,9.1300,RUR
511600,9.1300,RUR
511601,9.1300,RUR
511602,9.1300,RUR
511603,9.1300,RUR
511604,9.1300,RUR
511605,9.1300,RUR
511606,9.1300,RUR
511607,9.1300,RUR
511608,9.1300,RUR
511609,9.1300,RUR
51161,9.1300,RUR
51162,9.1300,RUR
51163,9.1300,RUR
51164,9.1300,RUR
51165,9.1300,RUR
51166,9.1300,RUR
51167,9.1300,RUR
51168,9.1300,RUR
51169,9.1300,RUR
5117,9.1300,RUR
51180,9.1300,RUR
51181,9.1300,RUR
511810,9.1300,RUR
511811,9.1300,RUR
511812,9.1300,RUR
511813,9.1300,RUR
511814,9.1300,RUR
511815,9.1300,RUR
511816,9.1300,RUR
511817,9.1300,RUR
511818,9.1300,RUR
511819,9.1300,RUR
51182,9.1300,RUR
51183,9.1300,RUR
51184,9.1300,RUR
51185,9.1300,RUR
51186,9.1300,RUR
51187,9.1300,RUR
51188,9.1300,RUR
51189,9.1300,RUR
5119,9.1300,RUR
51190,9.1300,RUR
51191,9.1300,RUR
51192,9.1300,RUR
51193,9.1300,RUR
51194,9.1300,RUR
51195,9.1300,RUR
51196,9.1300,RUR
51197,9.1300,RUR
511970,9.1300,RUR
511971,9.1300,RUR
511972,9.1300,RUR
511973,9.1300,RUR
511974,9.1300,RUR
511975,9.1300,RUR
511976,9.1300,RUR
511977,9.1300,RUR
511978,9.1300,RUR
511979,9.1300,RUR
511980,9.1300,RUR
5119800,9.1300,RUR
51198000,9.1300,RUR
51198001,9.1300,RUR
51198002,9.1300,RUR
51198003,9.1300,RUR
51198004,9.1300,RUR
51198005,9.1300,RUR
51198006,9.1300,RUR
51198007,9.1300,RUR
51198008,9.1300,RUR
51198009,9.1300,RUR
5119801,9.1300,RUR
5119802,9.1300,RUR
5119803,9.1300,RUR
5119804,9.1300,RUR
5119805,9.1300,RUR
5119806,9.1300,RUR
5119807,9.1300,RUR
5119808,9.1300,RUR
5119809,9.1300,RUR
511981,9.1300,RUR
511982,9.1300,RUR
511983,9.1300,RUR
511984,9.1300,RUR
511985,9.1300,RUR
5119850,9.1300,RUR
5119851,9.1300,RUR
5119852,9.1300,RUR
5119853,9.1300,RUR
5119854,9.1300,RUR
5119855,9.1300,RUR
5119856,9.1300,RUR
51198570,9.1300,RUR
51198571,9.1300,RUR
51198572,9.1300,RUR
51198573,9.1300,RUR
51198574,9.1300,RUR
51198575,9.1300,RUR
51198576,9.1300,RUR
51198577,9.1300,RUR
51198578,9.1300,RUR
51198579,9.1300,RUR
5119858,9.1300,RUR
5119859,9.1300,RUR
511986,9.1300,RUR
511987,9.1300,RUR
511988,9.1300,RUR
511989,9.1300,RUR
511990,9.1300,RUR
511991,9.1300,RUR
511992,9.1300,RUR
511993,9.1300,RUR
5119940,9.1300,RUR
5119941,9.1300,RUR
5119942,9.1300,RUR
5119943,9.1300,RUR
5119944,9.1300,RUR
5119945,9.1300,RUR
5119946,9.1300,RUR
51199460,9.1300,RUR
51199461,9.1300,RUR
51199462,9.1300,RUR
51199463,9.1300,RUR
51199464,9.1300,RUR
51199465,9.1300,RUR
51199466,9.1300,RUR
51199467,9.1300,RUR
51199468,9.1300,RUR
51199469,9.1300,RUR
5119947,9.1300,RUR
5119948,9.1300,RUR
5119949,9.1300,RUR
511995,9.1300,RUR
5119950,9.1300,RUR
5119951,9.1300,RUR
5119952,9.1300,RUR
5119953,9.1300,RUR
5119954,9.1300,RUR
5119955,9.1300,RUR
5119956,9.1300,RUR
5119957,9.1300,RUR
5119958,9.1300,RUR
5119959,9.1300,RUR
511996,9.1300,RUR
511997,9.1300,RUR
511998,9.1300,RUR
5119980,9.1300,RUR
5119981,9.1300,RUR
5119982,9.1300,RUR
5119983,9.1300,RUR
5119984,9.1300,RUR
5119985,9.1300,RUR
5119986,9.1300,RUR
5119987,9.1300,RUR
5119988,9.1300,RUR
5119989,9.1300,RUR
511999,9.1300,RUR
51346,9.1300,RUR
51347,9.1300,RUR
51349,9.1300,RUR
51418,9.1300,RUR
514180,9.1300,RUR
514181,9.1300,RUR
514182,9.1300,RUR
514183,9.1300,RUR
514184,9.1300,RUR
514185,9.1300,RUR
514186,9.1300,RUR
514187,9.1300,RUR
514188,9.1300,RUR
514189,9.1300,RUR
51419,9.1300,RUR
514190,9.1300,RUR
514191,9.1300,RUR
514192,9.1300,RUR
514193,9.1300,RUR
5141940,9.1300,RUR
51419410,9.1300,RUR
51419411,9.1300,RUR
51419412,9.1300,RUR
51419413,9.1300,RUR
51419414,9.1300,RUR
51419415,9.1300,RUR
51419416,9.1300,RUR
51419417,9.1300,RUR
51419418,9.1300,RUR
514194180,9.1300,RUR
514194181,9.1300,RUR
514194182,9.1300,RUR
514194183,9.1300,RUR
514194184,9.1300,RUR
514194185,9.1300,RUR
514194186,9.1300,RUR
514194187,9.1300,RUR
514194188,9.1300,RUR
514194189,9.1300,RUR
51419419,9.1300,RUR
5141942,9.1300,RUR
5141943,9.1300,RUR
5141944,9.1300,RUR
5141945,9.1300,RUR
5141946,9.1300,RUR
5141947,9.1300,RUR
5141948,9.1300,RUR
5141949,9.1300,RUR
514195,9.1300,RUR
514196,9.1300,RUR
514197,9.1300,RUR
514198,9.1300,RUR
514199,9.1300,RUR
51428,9.1300,RUR
514280,9.1300,RUR
514281,9.1300,RUR
514282,9.1300,RUR
514283,9.1300,RUR
514284,9.1300,RUR
514285,9.1300,RUR
514286,9.1300,RUR
514287,9.1300,RUR
514288,9.1300,RUR
514289,9.1300,RUR
51429,9.1300,RUR
514290,9.1300,RUR
514291,9.1300,RUR
514292,9.1300,RUR
514293,9.1300,RUR
5142940,9.1300,RUR
5142941,9.1300,RUR
51429420,9.1300,RUR
51429421,9.1300,RUR
51429422,9.1300,RUR
51429423,9.1300,RUR
51429424,9.1300,RUR
51429425,9.1300,RUR
51429426,9.1300,RUR
51429427,9.1300,RUR
514294270,9.1300,RUR
514294271,9.1300,RUR
514294272,9.1300,RUR
514294273,9.1300,RUR
514294274,9.1300,RUR
514294275,9.1300,RUR
514294276,9.1300,RUR
514294277,9.1300,RUR
514294278,9.1300,RUR
514294279,9.1300,RUR
51429428,9.1300,RUR
51429429,9.1300,RUR
5142943,9.1300,RUR
5142944,9.1300,RUR
5142945,9.1300,RUR
5142946,9.1300,RUR
5142947,9.1300,RUR
5142948,9.1300,RUR
5142949,9.1300,RUR
514295,9.1300,RUR
514296,9.1300,RUR
514297,9.1300,RUR
514298,9.1300,RUR
514299,9.1300,RUR
51430,9.1300,RUR
51431,9.1300,RUR
51432,9.1300,RUR
51433,9.1300,RUR
51434,9.1300,RUR
51435,9.1300,RUR
51436,9.1300,RUR
51437,9.1300,RUR
51438,9.1300,RUR
514380,9.1300,RUR
514381,9.1300,RUR
514382,9.1300,RUR
514383,9.1300,RUR
514384,9.1300,RUR
514385,9.1300,RUR
514386,9.1300,RUR
514387,9.1300,RUR
514388,9.1300,RUR
514389,9.1300,RUR
51439,9.1300,RUR
514390,9.1300,RUR
514391,9.1300,RUR
514392,9.1300,RUR
514393,9.1300,RUR
5143940,9.1300,RUR
5143941,9.1300,RUR
5143942,9.1300,RUR
51439430,9.1300,RUR
51439431,9.1300,RUR
514394310,9.1300,RUR
514394311,9.1300,RUR
514394312,9.1300,RUR
514394313,9.1300,RUR
514394314,9.1300,RUR
514394315,9.1300,RUR
514394316,9.1300,RUR
514394317,9.1300,RUR
514394318,9.1300,RUR
514394319,9.1300,RUR
51439432,9.1300,RUR
51439433,9.1300,RUR
51439434,9.1300,RUR
51439435,9.1300,RUR
51439436,9.1300,RUR
514394370,9.1300,RUR
514394371,9.1300,RUR
514394372,9.1300,RUR
514394373,9.1300,RUR
514394374,9.1300,RUR
514394375,9.1300,RUR
514394376,9.1300,RUR
514394377,9.1300,RUR
514394378,9.1300,RUR
514394379,9.1300,RUR
51439438,9.1300,RUR
51439439,9.1300,RUR
5143944,9.1300,RUR
5143945,9.1300,RUR
5143946,9.1300,RUR
5143947,9.1300,RUR
5143948,9.1300,RUR
5143949,9.1300,RUR
514395,9.1300,RUR
514396,9.1300,RUR
514397,9.1300,RUR
514398,9.1300,RUR
514399,9.1300,RUR
51440,9.1300,RUR
51441,9.1300,RUR
51442,9.1300,RUR
51443,9.1300,RUR
51444,9.1300,RUR
51445,9.1300,RUR
51446,9.1300,RUR
51447,9.1300,RUR
51448,9.1300,RUR
514480,9.1300,RUR
514481,9.1300,RUR
514482,9.1300,RUR
514483,9.1300,RUR
514484,9.1300,RUR
514485,9.1300,RUR
514486,9.1300,RUR
514487,9.1300,RUR
514488,9.1300,RUR
514489,9.1300,RUR
51449,9.1300,RUR
514490,9.1300,RUR
514491,9.1300,RUR
514492,9.1300,RUR
514493,9.1300,RUR
5144940,9.1300,RUR
5144941,9.1300,RUR
5144942,9.1300,RUR
5144943,9.1300,RUR
5144944,9.1300,RUR
5144945,9.1300,RUR
5144946,9.1300,RUR
5144947,9.1300,RUR
51449480,9.1300,RUR
514494800,9.1300,RUR
514494801,9.1300,RUR
514494802,9.1300,RUR
514494803,9.1300,RUR
514494804,9.1300,RUR
514494805,9.1300,RUR
514494806,9.1300,RUR
514494807,9.1300,RUR
514494808,9.1300,RUR
514494809,9.1300,RUR
51449481,9.1300,RUR
514494810,9.1300,RUR
514494811,9.1300,RUR
514494812,9.1300,RUR
514494813,9.1300,RUR
514494814,9.1300,RUR
514494815,9.1300,RUR
514494816,9.1300,RUR
514494817,9.1300,RUR
514494818,9.1300,RUR
514494819,9.1300,RUR
51449482,9.1300,RUR
51449483,9.1300,RUR
51449484,9.1300,RUR
51449485,9.1300,RUR
51449486,9.1300,RUR
51449487,9.1300,RUR
51449488,9.1300,RUR
51449489,9.1300,RUR
514494900,9.1300,RUR
514494901,9.1300,RUR
514494902,9.1300,RUR
514494903,9.1300,RUR
514494904,9.1300,RUR
514494905,9.1300,RUR
514494906,9.1300,RUR
514494907,9.1300,RUR
514494908,9.1300,RUR
514494909,9.1300,RUR
51449491,9.1300,RUR
51449492,9.1300,RUR
51449493,9.1300,RUR
51449494,9.1300,RUR
51449495,9.1300,RUR
51449496,9.1300,RUR
514494970,9.1300,RUR
514494971,9.1300,RUR
514494972,9.1300,RUR
514494973,9.1300,RUR
514494974,9.1300,RUR
514494975,9.1300,RUR
514494976,9.1300,RUR
514494977,9.1300,RUR
514494978,9.1300,RUR
514494979,9.1300,RUR
51449498,9.1300,RUR
51449499,9.1300,RUR
514495,9.1300,RUR
514496,9.1300,RUR
514497,9.1300,RUR
514498,9.1300,RUR
514499,9.1300,RUR
51518,9.1300,RUR
515180,9.1300,RUR
515181,9.1300,RUR
515182,9.1300,RUR
515183,9.1300,RUR
515184,9.1300,RUR
515185,9.1300,RUR
515186,9.1300,RUR
515187,9.1300,RUR
515188,9.1300,RUR
515189,9.1300,RUR
51519,9.1300,RUR
515190,9.1300,RUR
515191,9.1300,RUR
515192,9.1300,RUR
515193,9.1300,RUR
515194,9.1300,RUR
5151950,9.1300,RUR
51519500,9.1300,RUR
51519501,9.1300,RUR
51519502,9.1300,RUR
51519503,9.1300,RUR
51519504,9.1300,RUR
51519505,9.1300,RUR
51519506,9.1300,RUR
51519507,9.1300,RUR
51519508,9.1300,RUR
515195090,9.1300,RUR
