CODE,CNT
44843374,UK NGCS SC004 (3ppm)
44843375,UK NGCS SC002 (1ppm)
44843376,UK NGCS SC004 (3ppm)
44843377,UK NGCS SC008 (7ppm)
44843378,UK NGCS SC006 (5ppm)
44843381,UK NGCS SC006 (5ppm)
44843382,UK NGCS SC008 (7ppm)
44843383,UK NGCS SC008 (7ppm)
44843384,UK NGCS SC002 (1ppm)
44843385,UK NGCS SC003 (2ppm)
44843386,UK NGCS SC003 (2ppm)
44843387,UK NGCS SC004 (3ppm)
44843388,UK NGCS SC005 (4ppm)
44843389,UK NGCS SC004 (3ppm)
44843390,UK NGCS SC002 (1ppm)
44843391,UK NGCS SC006 (5ppm)
44843392,UK NGCS SC007 (6ppm)
44843393,UK NGCS SC008 (7ppm)
44843394,UK NGCS SC006 (5ppm)
44843395,UK NGCS SC004 (3ppm)
44843396,UK NGCS SC005 (4ppm)
44843397,UK NGCS SC006 (5ppm)
44843398,UK NGCS SC006 (5ppm)
44843399,UK NGCS SC004 (3ppm)
44843400,UK NGCS SC007 (6ppm)
44843401,UK NGCS SC007 (6ppm)
44843402,UK NGCS SC007 (6ppm)
44843403,UK NGCS SC003 (2ppm)
44843404,UK NGCS SC006 (5ppm)
44843405,UK NGCS SC004 (3ppm)
44843406,UK NGCS SC005 (4ppm)
44843407,UK NGCS SC005 (4ppm)
44843408,UK NGCS SC006 (5ppm)
44843409,UK NGCS SC002 (1ppm)
44843410,UK NGCS SC008 (7ppm)
44843411,UK NGCS SC008 (7ppm)
44843412,UK NGCS SC003 (2ppm)
44843413,UK NGCS SC008 (7ppm)
44843414,UK NGCS SC008 (7ppm)
44843415,UK NGCS SC074 (5ppc + 5ppm)
44843416,UK NGCS SC046 (5ppc)
44843417,UK NGCS SC004 (3ppm)
44843418,UK NGCS SC001 (0ppm)
44843419,UK NGCS SC007 (6ppm)
44843420,UK NGCS SC008 (7ppm)
44843421,UK NGCS SC005 (4ppm)
44843422,UK NGCS SC007 (6ppm)
44843423,UK NGCS SC006 (5ppm)
44843424,UK NGCS SC005 (4ppm)
44843425,UK NGCS SC008 (7ppm)
44843426,UK NGCS SC004 (3ppm)
44843427,UK NGCS SC008 (7ppm)
44843428,UK NGCS SC002 (1ppm)
44843429,UK NGCS SC007 (6ppm)
44843430,UK NGCS SC002 (1ppm)
44843431,UK NGCS SC003 (2ppm)
44843432,UK NGCS SC002 (1ppm)
44843433,UK NGCS SC004 (3ppm)
44843434,UK NGCS SC003 (2ppm)
44843435,UK NGCS SC008 (7ppm)
44843436,UK NGCS SC007 (6ppm)
44843437,UK NGCS SC006 (5ppm)
44843438,UK NGCS SC008 (7ppm)
44843439,UK NGCS SC005 (4ppm)
44843440,UK NGCS SC002 (1ppm)
44843441,UK NGCS SC003 (2ppm)
44843443,UK NGCS SC007 (6ppm)
44843444,UK NGCS SC074 (5ppc + 5ppm)
44843446,UK NGCS SC003 (2ppm)
44843447,UK NGCS SC004 (3ppm)
44843448,UK NGCS SC007 (6ppm)
44843449,UK NGCS SC046 (5ppc)
44843450,UK NGCS SC008 (7ppm)
44843451,UK NGCS SC007 (6ppm)
44843452,UK NGCS SC008 (7ppm)
44843453,UK NGCS SC008 (7ppm)
44843454,UK NGCS SC006 (5ppm)
44843455,UK NGCS SC008 (7ppm)
44843456,UK NGCS SC004 (3ppm)
44843457,UK NGCS SC006 (5ppm)
44843458,UK NGCS SC005 (4ppm)
44843459,UK NGCS SC008 (7ppm)
44843460,UK NGCS SC003 (2ppm)
44843461,UK NGCS SC005 (4ppm)
44843462,UK NGCS SC006 (5ppm)
44843463,UK NGCS SC006 (5ppm)
44843464,UK NGCS SC008 (7ppm)
44843465,UK NGCS SC007 (6ppm)
44843466,UK NGCS SC002 (1ppm)
44843467,UK NGCS SC003 (2ppm)
44843469,UK NGCS SC008 (7ppm)
44843470,UK NGCS SC008 (7ppm)
44843471,UK NGCS SC008 (7ppm)
44843472,UK NGCS SC008 (7ppm)
44843473,UK NGCS SC008 (7ppm)
44843474,UK NGCS SC008 (7ppm)
44843479,UK NGCS SC008 (7ppm)
44843481,UK NGCS SC002 (1ppm)
44843482,UK NGCS SC003 (2ppm)
44843484,UK NGCS SC004 (3ppm)
44843485,UK NGCS SC005 (4ppm)
44843486,UK NGCS SC006 (5ppm)
44843487,UK NGCS SC008 (7ppm)
44843489,UK NGCS SC074 (5ppc + 5ppm)
44843490,UK NGCS SC008 (7ppm)
44843491,UK NGCS SC046 (5ppc)
44843492,UK NGCS SC005 (4ppm)
44843493,UK NGCS SC008 (7ppm)
44843494,UK NGCS SC007 (6ppm)
44843495,UK NGCS SC003 (2ppm)
44843496,UK NGCS SC074 (5ppc + 5ppm)
44843497,UK NGCS SC008 (7ppm)
44843499,UK NGCS SC074 (5ppc + 5ppm)
44843502,UK NGCS SC006 (5ppm)
44843503,UK NGCS SC006 (5ppm)
44843504,UK NGCS SC008 (7ppm)
44843505,UK NGCS SC002 (1ppm)
44843506,UK NGCS SC008 (7ppm)
44843507,UK NGCS SC008 (7ppm)
44843508,UK NGCS SC008 (7ppm)
44843509,UK NGCS SC008 (7ppm)
44843510,UK NGCS SC008 (7ppm)
44843511,UK NGCS SC074 (5ppc + 5ppm)
44843512,UK NGCS SC005 (4ppm)
44843513,UK NGCS SC006 (5ppm)
44843514,UK NGCS SC074 (5ppc + 5ppm)
44843515,UK NGCS SC008 (7ppm)
44843516,UK NGCS SC003 (2ppm)
44843517,UK NGCS SC003 (2ppm)
44843518,UK NGCS SC004 (3ppm)
44843519,UK NGCS SC005 (4ppm)
44843520,UK NGCS SC006 (5ppm)
44843521,UK NGCS SC007 (6ppm)
44843522,UK NGCS SC046 (5ppc)
44843523,UK NGCS SC092 (7ppc +7ppm)
44843524,UK NGCS SC008 (7ppm)
44843525,UK NGCS SC074 (5ppc + 5ppm)
44843526,UK NGCS SC008 (7ppm)
44843530,UK NGCS SC006 (5ppm)
44843531,UK NGCS SC074 (5ppc + 5ppm)
44843532,UK NGCS SC006 (5ppm)
44843533,UK NGCS SC002 (1ppm)
44843535,UK NGCS SC002 (1ppm)
44843536,UK NGCS SC006 (5ppm)
44843537,UK NGCS SC008 (7ppm)
44843538,UK NGCS SC008 (7ppm)
44843539,UK NGCS SC008 (7ppm)
44843540,UK NGCS SC008 (7ppm)
44843541,UK NGCS SC046 (5ppc)
44843542,UK NGCS SC008 (7ppm)
44843543,UK NGCS SC008 (7ppm)
44843544,UK NGCS SC092 (7ppc +7ppm)
44843545,UK NGCS SC008 (7ppm)
44843546,UK NGCS SC008 (7ppm)
44843547,UK NGCS SC092 (7ppc +7ppm)
44843548,UK NGCS SC092 (7ppc +7ppm)
44843549,UK NGCS SC074 (5ppc + 5ppm)
44843550,UK NGCS SC092 (7ppc +7ppm)
44843551,UK NGCS SC005 (4ppm)
44843552,UK NGCS SC092 (7ppc +7ppm)
44843553,UK NGCS SC004 (3ppm)
44843554,UK NGCS SC006 (5ppm)
44843555,UK NGCS SC002 (1ppm)
44843556,UK NGCS SC006 (5ppm)
44843557,UK NGCS SC006 (5ppm)
44843558,UK NGCS SC006 (5ppm)
44843559,UK NGCS SC005 (4ppm)
44843560,UK NGCS SC008 (7ppm)
44843561,UK NGCS SC008 (7ppm)
44843562,UK NGCS SC004 (3ppm)
44843563,UK NGCS SC004 (3ppm)
44843564,UK NGCS SC003 (2ppm)
44843565,UK NGCS SC005 (4ppm)
44843566,UK NGCS SC092 (7ppc +7ppm)
44843567,UK NGCS SC092 (7ppc +7ppm)
44843568,UK NGCS SC092 (7ppc +7ppm)
44843569,UK NGCS SC092 (7ppc +7ppm)
44843571,UK NGCS SC002 (1ppm)
44843573,UK NGCS SC003 (2ppm)
44843576,UK NGCS SC004 (3ppm)
44843578,UK NGCS SC005 (4ppm)
44843579,UK NGCS SC006 (5ppm)
44843580,UK NGCS SC007 (6ppm)
44843582,UK NGCS SC003 (2ppm)
44843585,UK NGCS SC005 (4ppm)
44843586,UK NGCS SC002 (1ppm)
44843587,UK NGCS SC008 (7ppm)
44843589,UK NGCS SC006 (5ppm)
44843590,UK NGCS SC008 (7ppm)
44843592,UK NGCS SC046 (5ppc)
44843593,UK NGCS SC008 (7ppm)
44843594,UK NGCS SC008 (7ppm)
44843595,UK NGCS SC008 (7ppm)
44843596,UK NGCS SC008 (7ppm)
44843597,UK NGCS SC003 (2ppm)
44843598,UK NGCS SC006 (5ppm)
44843600,UK NGCS SC005 (4ppm)
44843601,UK NGCS SC007 (6ppm)
44843602,UK NGCS SC003 (2ppm)
44843603,UK NGCS SC008 (7ppm)
44843604,UK NGCS SC003 (2ppm)
44843605,UK NGCS SC004 (3ppm)
44843606,UK NGCS SC005 (4ppm)
44843607,UK NGCS SC006 (5ppm)
44843608,UK NGCS SC008 (7ppm)
44843609,UK NGCS SC006 (5ppm)
44843610,UK NGCS SC007 (6ppm)
44843611,UK NGCS SC004 (3ppm)
44843612,UK NGCS SC004 (3ppm)
44843613,UK NGCS SC002 (1ppm)
44843614,UK NGCS SC003 (2ppm)
44843615,UK NGCS SC004 (3ppm)
44843616,UK NGCS SC005 (4ppm)
44843617,UK NGCS SC008 (7ppm)
44843618,UK NGCS SC008 (7ppm)
44843619,UK NGCS SC008 (7ppm)
44843620,UK NGCS SC008 (7ppm)
44843621,UK NGCS SC008 (7ppm)
44843622,UK NGCS SC008 (7ppm)
44843623,UK NGCS SC008 (7ppm)
44843624,UK NGCS SC074 (5ppc + 5ppm)
44843625,UK NGCS SC008 (7ppm)
44843626,UK NGCS SC002 (1ppm)
44843628,UK NGCS SC004 (3ppm)
44843629,UK NGCS SC005 (4ppm)
44843630,UK NGCS SC006 (5ppm)
44843631,UK NGCS SC074 (5ppc + 5ppm)
44843633,UK NGCS SC007 (6ppm)
44843634,UK NGCS SC008 (7ppm)
44843636,UK NGCS SC008 (7ppm)
44843638,UK NGCS SC007 (6ppm)
44843640,UK NGCS SC006 (5ppm)
44843641,UK NGCS SC002 (1ppm)
44843642,UK NGCS SC003 (2ppm)
44843643,UK NGCS SC004 (3ppm)
44843644,UK NGCS SC005 (4ppm)
44843645,UK NGCS SC008 (7ppm)
44843646,UK NGCS SC007 (6ppm)
44843647,UK NGCS SC007 (6ppm)
44843648,UK NGCS SC007 (6ppm)
44843649,UK NGCS SC006 (5ppm)
44843650,UK NGCS SC006 (5ppm)
44843651,UK NGCS SC008 (7ppm)
44843652,UK NGCS SC004 (3ppm)
44843653,UK NGCS SC008 (7ppm)
44843654,UK NGCS SC074 (5ppc + 5ppm)
44843656,UK NGCS SC074 (5ppc + 5ppm)
44843657,UK NGCS SC005 (4ppm)
44843658,UK NGCS SC008 (7ppm)
44843659,UK NGCS SC008 (7ppm)
44843660,UK NGCS SC002 (1ppm)
44843661,UK NGCS SC002 (1ppm)
44843662,UK NGCS SC002 (1ppm)
44843663,UK NGCS SC005 (4ppm)
44843664,UK NGCS SC005 (4ppm)
44843665,UK NGCS SC005 (4ppm)
44843666,UK NGCS SC007 (6ppm)
44843667,UK NGCS SC001 (0ppm)
44843668,UK NGCS SC007 (6ppm)
44843669,UK NGCS SC046 (5ppc)
44843670,UK NGCS SC008 (7ppm)
44843671,UK NGCS SC008 (7ppm)
44843672,UK NGCS SC008 (7ppm)
44843673,UK NGCS SC074 (5ppc + 5ppm)
44843674,UK NGCS SC074 (5ppc + 5ppm)
44843675,UK NGCS SC074 (5ppc + 5ppm)
44843676,UK NGCS SC074 (5ppc + 5ppm)
44843677,UK NGCS SC003 (2ppm)
44843678,UK NGCS SC004 (3ppm)
44843679,UK NGCS SC005 (4ppm)
44843680,UK NGCS SC006 (5ppm)
44843681,UK NGCS SC008 (7ppm)
44843682,UK NGCS SC046 (5ppc)
44843683,UK NGCS SC074 (5ppc + 5ppm)
44843684,UK NGCS SC074 (5ppc + 5ppm)
44843685,UK NGCS SC002 (1ppm)
44843686,UK NGCS SC008 (7ppm)
44843687,UK NGCS SC002 (1ppm)
44843688,UK NGCS SC002 (1ppm)
44843693,UK NGCS SC004 (3ppm)
44843694,UK NGCS SC008 (7ppm)
44843695,UK NGCS SC008 (7ppm)
44843696,UK NGCS SC007 (6ppm)
44843697,UK NGCS SC005 (4ppm)
44843698,UK NGCS SC006 (5ppm)
44843699,UK NGCS SC007 (6ppm)
44843700,UK NGCS SC007 (6ppm)
44843701,UK NGCS SC008 (7ppm)
44843703,UK NGCS SC002 (1ppm)
44843704,UK NGCS SC002 (1ppm)
44843705,UK NGCS SC003 (2ppm)
44843706,UK NGCS SC003 (2ppm)
44843707,UK NGCS SC092 (7ppc +7ppm)
44843708,UK NGCS SC008 (7ppm)
44843709,UK NGCS SC004 (3ppm)
44843710,UK NGCS SC005 (4ppm)
44843711,UK NGCS SC006 (5ppm)
44843712,UK NGCS SC004 (3ppm)
44843713,UK NGCS SC006 (5ppm)
44843714,UK NGCS SC007 (6ppm)
44843715,UK NGCS SC002 (1ppm)
44843716,UK NGCS SC003 (2ppm)
44843717,UK NGCS SC003 (2ppm)
44843718,UK NGCS SC004 (3ppm)
44843719,UK NGCS SC004 (3ppm)
44843720,UK NGCS SC006 (5ppm)
44843721,UK NGCS SC005 (4ppm)
44843723,UK NGCS SC006 (5ppm)
44843724,UK NGCS SC074 (5ppc + 5ppm)
44843725,UK NGCS SC006 (5ppm)
44843726,UK NGCS SC005 (4ppm)
44843727,UK NGCS SC046 (5ppc)
44843728,UK NGCS SC006 (5ppm)
44843738,UK NGCS SC003 (2ppm)
44843740,UK NGCS SC046 (5ppc)
44843742,UK NGCS SC002 (1ppm)
44843744,UK NGCS SC004 (3ppm)
44843746,UK NGCS SC007 (6ppm)
44843748,UK NGCS SC007 (6ppm)
44843750,UK NGCS SC002 (1ppm)
44843751,UK NGCS SC004 (3ppm)
44843752,UK NGCS SC003 (2ppm)
44843753,UK NGCS SC002 (1ppm)
44843754,UK NGCS SC004 (3ppm)
44843755,UK NGCS SC007 (6ppm)
44843761,UK NGCS SC046 (5ppc)
44843762,UK NGCS SC002 (1ppm)
44843764,UK NGCS SC046 (5ppc)
44843765,UK NGCS SC003 (2ppm)
44843766,UK NGCS SC004 (3ppm)
44843768,UK NGCS SC005 (4ppm)
44843769,UK NGCS SC006 (5ppm)
44843770,UK NGCS SC008 (7ppm)
44843771,UK NGCS SC007 (6ppm)
44843772,UK NGCS SC006 (5ppm)
44843773,UK NGCS SC007 (6ppm)
44843774,UK NGCS SC002 (1ppm)
44843775,UK NGCS SC008 (7ppm)
44843776,UK NGCS SC005 (4ppm)
44843777,UK NGCS SC008 (7ppm)
44843778,UK NGCS SC008 (7ppm)
44843779,UK NGCS SC008 (7ppm)
44843780,UK NGCS SC074 (5ppc + 5ppm)
44843781,UK NGCS SC008 (7ppm)
44843782,UK NGCS SC006 (5ppm)
44843783,UK NGCS SC008 (7ppm)
44843784,UK NGCS SC002 (1ppm)
44843787,UK NGCS SC074 (5ppc + 5ppm)
44843788,UK NGCS SC008 (7ppm)
44843789,UK NGCS SC007 (6ppm)
44843790,UK NGCS SC003 (2ppm)
44843792,UK NGCS SC004 (3ppm)
44843794,UK NGCS SC006 (5ppm)
44843797,UK NGCS SC002 (1ppm)
44843799,UK NGCS SC003 (2ppm)
44843809,UK NGCS SC006 (5ppm)
44843810,UK NGCS SC007 (6ppm)
44843811,UK NGCS SC002 (1ppm)
44843812,UK NGCS SC003 (2ppm)
44843813,UK NGCS SC004 (3ppm)
44843814,UK NGCS SC005 (4ppm)
44843815,UK NGCS SC046 (5ppc)
44843816,UK NGCS SC008 (7ppm)
44843817,UK NGCS SC007 (6ppm)
44843819,UK NGCS SC074 (5ppc + 5ppm)
44843820,UK NGCS SC006 (5ppm)
44843821,UK NGCS SC004 (3ppm)
44843822,UK NGCS SC003 (2ppm)
44843823,UK NGCS SC002 (1ppm)
44843824,UK NGCS SC005 (4ppm)
44843825,UK NGCS SC002 (1ppm)
44843826,UK NGCS SC008 (7ppm)
44843827,UK NGCS SC006 (5ppm)
44843828,UK NGCS SC046 (5ppc)
44843829,UK NGCS SC092 (7ppc +7ppm)
44843830,UK NGCS SC092 (7ppc +7ppm)
44843831,UK NGCS SC092 (7ppc +7ppm)
44843832,UK NGCS SC092 (7ppc +7ppm)
44843833,UK NGCS SC008 (7ppm)
44843834,UK NGCS SC092 (7ppc +7ppm)
44843835,UK NGCS SC007 (6ppm)
44843836,UK NGCS SC003 (2ppm)
44843837,UK NGCS SC008 (7ppm)
44843838,UK NGCS SC008 (7ppm)
44843839,UK NGCS SC004 (3ppm)
44843840,UK NGCS SC004 (3ppm)
44843841,UK NGCS SC005 (4ppm)
44843842,UK NGCS SC005 (4ppm)
44843843,UK NGCS SC008 (7ppm)
44843844,UK NGCS SC074 (5ppc + 5ppm)
44843845,UK NGCS SC002 (1ppm)
44843846,UK NGCS SC003 (2ppm)
44843847,UK NGCS SC005 (4ppm)
44843848,UK NGCS SC007 (6ppm)
44843849,UK NGCS SC006 (5ppm)
44843850,UK NGCS SC008 (7ppm)
44843851,UK NGCS SC002 (1ppm)
44843852,UK NGCS SC006 (5ppm)
44843853,UK NGCS SC006 (5ppm)
44843854,UK NGCS SC002 (1ppm)
44843855,UK NGCS SC006 (5ppm)
44843856,UK NGCS SC008 (7ppm)
44843857,UK NGCS SC003 (2ppm)
44843858,UK NGCS SC074 (5ppc + 5ppm)
44843859,UK NGCS SC008 (7ppm)
44843860,UK NGCS SC007 (6ppm)
44843861,UK NGCS SC003 (2ppm)
44843862,UK NGCS SC074 (5ppc + 5ppm)
44843863,UK NGCS SC074 (5ppc + 5ppm)
44843864,UK NGCS SC004 (3ppm)
44843865,UK NGCS SC008 (7ppm)
44843866,UK NGCS SC092 (7ppc +7ppm)
44843867,UK NGCS SC004 (3ppm)
44843868,UK NGCS SC092 (7ppc +7ppm)
44843869,UK NGCS SC046 (5ppc)
44843870,UK NGCS SC092 (7ppc +7ppm)
44843871,UK NGCS SC006 (5ppm)
44843872,UK NGCS SC092 (7ppc +7ppm)
44843873,UK NGCS SC005 (4ppm)
44843874,UK NGCS SC092 (7ppc +7ppm)
44843875,UK NGCS SC008 (7ppm)
44843876,UK NGCS SC008 (7ppm)
44843877,UK NGCS SC092 (7ppc +7ppm)
44843878,UK NGCS SC092 (7ppc +7ppm)
44843879,UK NGCS SC074 (5ppc + 5ppm)
44843880,UK NGCS SC008 (7ppm)
44843881,UK NGCS SC008 (7ppm)
44843882,UK NGCS SC074 (5ppc + 5ppm)
44843883,UK NGCS SC074 (5ppc + 5ppm)
44843884,UK NGCS SC074 (5ppc + 5ppm)
44843885,UK NGCS SC074 (5ppc + 5ppm)
44843886,UK NGCS SC092 (7ppc +7ppm)
44843887,UK NGCS SC008 (7ppm)
44843888,UK NGCS SC008 (7ppm)
44843889,UK NGCS SC007 (6ppm)
44843890,UK NGCS SC006 (5ppm)
44843891,UK NGCS SC007 (6ppm)
44843892,UK NGCS SC008 (7ppm)
44843893,UK NGCS SC008 (7ppm)
44843894,UK NGCS SC008 (7ppm)
44843895,UK NGCS SC008 (7ppm)
44843896,UK NGCS SC008 (7ppm)
44843897,UK NGCS SC074 (5ppc + 5ppm)
44843898,UK NGCS SC074 (5ppc + 5ppm)
44843899,UK NGCS SC008 (7ppm)
44843900,UK NGCS SC008 (7ppm)
44843901,UK NGCS SC002 (1ppm)
44843902,UK NGCS SC008 (7ppm)
44843903,UK NGCS SC008 (7ppm)
44843904,UK NGCS SC008 (7ppm)
44843905,UK NGCS SC008 (7ppm)
44843906,UK NGCS SC074 (5ppc + 5ppm)
44843907,UK NGCS SC074 (5ppc + 5ppm)
44843908,UK NGCS SC003 (2ppm)
44843909,UK NGCS SC008 (7ppm)
44843910,UK NGCS SC008 (7ppm)
44843911,UK NGCS SC008 (7ppm)
44843912,UK NGCS SC046 (5ppc)
44843913,UK NGCS SC005 (4ppm)
44843914,UK NGCS SC046 (5ppc)
44843915,UK NGCS SC074 (5ppc + 5ppm)
44843916,UK NGCS SC001 (0ppm)
44843917,UK NGCS SC002 (1ppm)
44843918,UK NGCS SC003 (2ppm)
44843919,UK NGCS SC007 (6ppm)
44843920,UK NGCS SC002 (1ppm)
44843921,UK NGCS SC001 (0ppm)
44843922,UK NGCS SC008 (7ppm)
44843923,UK NGCS SC002 (1ppm)
44843924,UK NGCS SC007 (6ppm)
44843925,UK NGCS SC006 (5ppm)
44843926,UK NGCS SC002 (1ppm)
44843927,UK NGCS SC006 (5ppm)
44843928,UK NGCS SC001 (0ppm)
44843929,UK NGCS SC008 (7ppm)
44843930,UK NGCS SC008 (7ppm)
44843931,UK NGCS SC008 (7ppm)
44843932,UK NGCS SC006 (5ppm)
44843933,UK NGCS SC046 (5ppc)
44843934,UK NGCS SC008 (7ppm)
44843935,UK NGCS SC046 (5ppc)
44843937,UK NGCS SC008 (7ppm)
44843938,UK NGCS SC008 (7ppm)
44843939,UK NGCS SC008 (7ppm)
44843940,UK NGCS SC008 (7ppm)
44843941,UK NGCS SC046 (5ppc)
44843942,UK NGCS SC007 (6ppm)
44843943,UK NGCS SC004 (3ppm)
44843944,UK NGCS SC006 (5ppm)
44843945,UK NGCS SC008 (7ppm)
44843948,UK NGCS SC074 (5ppc + 5ppm)
44843949,UK NGCS SC006 (5ppm)
44843950,UK NGCS SC046 (5ppc)
44843951,UK NGCS SC008 (7ppm)
44843953,UK NGCS SC008 (7ppm)
44843954,UK NGCS SC006 (5ppm)
44843955,UK NGCS SC003 (2ppm)
44843956,UK NGCS SC014 (13ppm)
44843957,UK NGCS SC006 (5ppm)
44843958,UK NGCS SC074 (5ppc + 5ppm)
44843959,UK NGCS SC008 (7ppm)
44843960,UK NGCS SC074 (5ppc + 5ppm)
44843961,UK NGCS SC008 (7ppm)
44843962,UK NGCS SC074 (5ppc + 5ppm)
44843963,UK NGCS SC001 (0ppm)
44843965,UK NGCS SC008 (7ppm)
44843966,UK NGCS SC046 (5ppc)
44843969,UK NGCS SC005 (4ppm)
44843970,UK NGCS SC046 (5ppc)
44843971,UK NGCS SC074 (5ppc + 5ppm)
44843974,UK NGCS SC074 (5ppc + 5ppm)
44843975,UK NGCS SC002 (1ppm)
44843976,UK NGCS SC008 (7ppm)
44843977,UK NGCS SC074 (5ppc + 5ppm)
44843978,UK NGCS SC008 (7ppm)
44843979,UK NGCS SC006 (5ppm)
44843980,UK NGCS SC074 (5ppc + 5ppm)
44843982,UK NGCS SC008 (7ppm)
44843983,UK NGCS SC008 (7ppm)
44843985,UK NGCS SC003 (2ppm)
44843987,UK NGCS SC005 (4ppm)
44843988,UK NGCS SC074 (5ppc + 5ppm)
44843989,UK NGCS SC074 (5ppc + 5ppm)
44843990,UK NGCS SC008 (7ppm)
44843991,UK NGCS SC001 (0ppm)
44843992,UK NGCS SC002 (1ppm)
44843993,UK NGCS SC005 (4ppm)
44843994,UK NGCS SC003 (2ppm)
44843995,UK NGCS SC004 (3ppm)
44843996,UK NGCS SC004 (3ppm)
44843997,UK NGCS SC074 (5ppc + 5ppm)
44843998,UK NGCS SC074 (5ppc + 5ppm)
44843999,UK NGCS SC008 (7ppm)
448440001,UK NGCS SC008 (7ppm)
448440003,UK NGCS SC007 (6ppm)
448440005,UK NGCS SC006 (5ppm)
448440007,UK NGCS SC005 (4ppm)
448440009,UK NGCS SC004 (3ppm)
448440032,UK NGCS SC007 (6ppm)
44844006,UK NGCS SC006 (5ppm)
448440066,UK NGCS SC006 (5ppm)
448440080,UK NGCS SC003 (2ppm)
448440081,UK NGCS SC002 (1ppm)
448440083,UK NGCS SC046 (5ppc)
448440085,UK NGCS SC046 (5ppc)
448440089,UK NGCS SC046 (5ppc)
448440090,UK NGCS SC046 (5ppc)
448440097,UK NGCS SC046 (5ppc)
448440400,UK NGCS SC004 (3ppm)
448440402,UK NGCS SC003 (2ppm)
448440404,UK NGCS SC006 (5ppm)
448440405,UK NGCS SC006 (5ppm)
448440433,UK NGCS SC004 (3ppm)
448440446,UK NGCS SC003 (2ppm)
448440447,UK NGCS SC004 (3ppm)
448440488,UK NGCS SC003 (2ppm)
448440500,UK NGCS SC005 (4ppm)
448440501,UK NGCS SC006 (5ppm)
448440502,UK NGCS SC007 (6ppm)
448440504,UK NGCS SC005 (4ppm)
448440507,UK NGCS SC003 (2ppm)
448440509,UK NGCS SC005 (4ppm)
448440513,UK NGCS SC005 (4ppm)
448440515,UK NGCS SC005 (4ppm)
448440517,UK NGCS SC002 (1ppm)
448440519,UK NGCS SC005 (4ppm)
448440544,UK NGCS SC008 (7ppm)
448440550,UK NGCS SC006 (5ppm)
448440551,UK NGCS SC006 (5ppm)
448440557,UK NGCS SC006 (5ppm)
448440564,UK NGCS SC006 (5ppm)
448440566,UK NGCS SC005 (4ppm)
448440567,UK NGCS SC005 (4ppm)
448440570,UK NGCS SC005 (4ppm)
448440580,UK NGCS SC006 (5ppm)
448440585,UK NGCS SC006 (5ppm)
448440587,UK NGCS SC006 (5ppm)
448440590,UK NGCS SC006 (5ppm)
448440900,UK NGCS SC005 (4ppm)
448440901,UK NGCS SC005 (4ppm)
448440902,UK NGCS SC006 (5ppm)
448440903,UK NGCS SC004 (3ppm)
448440906,UK NGCS SC005 (4ppm)
448440908,UK NGCS SC006 (5ppm)
448440909,UK NGCS SC006 (5ppm)
448440910,UK NGCS SC003 (2ppm)
448440913,UK NGCS SC004 (3ppm)
448440923,UK NGCS SC004 (3ppm)
448440946,UK NGCS SC004 (3ppm)
448440949,UK NGCS SC006 (5ppm)
448440951,UK NGCS SC006 (5ppm)
448440955,UK NGCS SC074 (5ppc + 5ppm)
448440956,UK NGCS SC008 (7ppm)
448440960,UK NGCS SC002 (1ppm)
448440961,UK NGCS SC008 (7ppm)
448440967,UK NGCS SC003 (2ppm)
448440970,UK NGCS SC003 (2ppm)
448440972,UK NGCS SC074 (5ppc + 5ppm)
448440980,UK NGCS SC005 (4ppm)
448440981,UK NGCS SC046 (5ppc)
448440983,UK NGCS SC046 (5ppc)
448440985,UK NGCS SC008 (7ppm)
448440988,UK NGCS SC007 (6ppm)
44844200,UK NGCS SC002 (1ppm)
44844201,UK NGCS SC003 (2ppm)
44844202,UK NGCS SC008 (7ppm)
44844203,UK NGCS SC002 (1ppm)
44844204,UK NGCS SC008 (7ppm)
44844206,UK NGCS SC002 (1ppm)
44844207,UK NGCS SC003 (2ppm)
44844208,UK NGCS SC003 (2ppm)
44844209,UK NGCS SC008 (7ppm)
44844210,UK NGCS SC007 (6ppm)
44844211,UK NGCS SC007 (6ppm)
44844212,UK NGCS SC007 (6ppm)
44844213,UK NGCS SC006 (5ppm)
44844214,UK NGCS SC001 (0ppm)
44844215,UK NGCS SC005 (4ppm)
44844216,UK NGCS SC003 (2ppm)
44844217,UK NGCS SC006 (5ppm)
44844218,UK NGCS SC006 (5ppm)
44844220,UK NGCS SC008 (7ppm)
44844221,UK NGCS SC074 (5ppc + 5ppm)
44844222,UK NGCS SC007 (6ppm)
44844223,UK NGCS SC008 (7ppm)
44844224,UK NGCS SC008 (7ppm)
44844225,UK NGCS SC004 (3ppm)
44844227,UK NGCS SC003 (2ppm)
44844228,UK NGCS SC007 (6ppm)
44844229,UK NGCS SC003 (2ppm)
44844230,UK NGCS SC007 (6ppm)
44844231,UK NGCS SC004 (3ppm)
44844232,UK NGCS SC004 (3ppm)
44844233,UK NGCS SC007 (6ppm)
44844234,UK NGCS SC007 (6ppm)
44844235,UK NGCS SC006 (5ppm)
44844236,UK NGCS SC005 (4ppm)
44844238,UK NGCS SC004 (3ppm)
44844239,UK NGCS SC007 (6ppm)
44844240,UK NGCS SC005 (4ppm)
44844241,UK NGCS SC008 (7ppm)
44844243,UK NGCS SC008 (7ppm)
44844244,UK NGCS SC008 (7ppm)
44844245,UK NGCS SC008 (7ppm)
44844247,UK NGCS SC008 (7ppm)
